Quantity,Price,Country,Description,Review,sentiment,sentiment_score,risk_level,customer_segment,churn_risk,satisfaction_score
7,8.28,EIRE,"Premium Skincare Serum (7 bottles), priced at $8.28 each",This serum has done wonders for my skin! My complexion looks much brighter and smoother. A bit expensive but effective.,positive,0.75,low,premium,low,4
8,8.18,Channel Islands,"Gourmet Spice Blends (8 jars), purchased for $8.18 each",Fantastic selection of spices! Each blend is incredibly flavorful. Makes cooking so much more exciting. Worth the $8.18 per jar.,positive,0.9,low,premium,low,5
2,5.82,Channel Islands,"Premium Desk Organizers (2 units), purchased at $5.82 each",These desk organizers are very practical and stylish. They keep my workspace tidy. A good buy for the price of $5.82 each.,positive,0.8,low,budget_conscious,low,4
11,9.46,Netherlands,"Bestselling Fiction Novels (11 books), $9.46 per book",An amazing book collection! Each novel is captivating and well-written. A fantastic deal for 11 books at $9.46 each.,positive,0.95,low,budget_conscious,low,5
2,2.01,Netherlands,"Ultra-Soft Bath Towels (2 units), priced at $2.01 each",These towels are incredibly soft and absorbent. Perfect for daily use. Great quality for such a low price of $2.01 each.,positive,0.95,low,budget_conscious,low,5
13,9.92,EIRE,"High-Quality Kitchen Utensils (13 pieces), $9.92 each",These kitchen utensils are sturdy and well-designed. They cover all my cooking needs. Very pleased with the value at $9.92 per piece.,positive,0.9,low,budget_conscious,low,5
11,3.92,EIRE,"Durable Garden Gloves (11 pairs), purchased at $3.92 each",These garden gloves are comfortable and protect my hands well. Essential for any gardener. Good price for 11 pairs at $3.92 each.,positive,0.85,low,budget_conscious,low,5
9,2.03,Germany,"Assorted Craft Paints (9 tubes), priced at $2.03 each",Vibrant colors and good consistency. Perfect for my art projects. Very affordable set of 9 paints at $2.03 per tube.,positive,0.9,low,budget_conscious,low,5
8,2.19,Belgium,"Long-Lasting LED Light Bulbs (8 units), $2.19 each",These LED bulbs are bright and energy-efficient. A great upgrade for any home. Good value for 8 units at $2.19 per bulb.,positive,0.85,low,budget_conscious,low,5
10,9.29,Portugal,"Premium Espresso Capsules (10 packs), $9.29 per pack",These espresso capsules deliver a rich and robust flavor. Perfect for my morning brew. Great value for 10 packs at $9.29 each.,positive,0.9,low,premium,low,5
8,10.33,Channel Islands,"Premium Arabica Coffee Beans, 8 bags","These 8 bags of premium coffee beans at $10.33 each are fantastic. Rich flavor and aroma, highly recommend!",positive,0.9,low,premium,low,5
11,2.27,Belgium,"Organic Green Tea Bags, 11 count","Bought 11 boxes of organic green tea, each for $2.27. Great value and refreshing taste. Will repurchase.",positive,0.8,low,bulk_buyer,low,5
13,3.9,Portugal,"Artisan Sourdough Bread Loaves, 13 pieces",The 13 artisan bread loaves at $3.90 each were fresh and delicious. Perfect for sandwiches and toast.,positive,0.85,low,premium,low,5
4,5.78,Lithuania,"Gourmet Cheese Selection, 4 assorted packs","Picked up 4 packs of gourmet cheese for $5.78 each. Excellent quality and variety, perfect for a platter.",positive,0.85,low,premium,low,5
130,1.77,Austria,"Bulk Pack Ultra Absorbent Paper Towels, 130 rolls",Amazing deal on 130 rolls of paper towels at $1.77 per roll. Super absorbent and a household essential.,positive,0.9,low,bulk_buyer,low,5
12,1.04,Malta,"Natural Mineral Sparkling Water, 12-pack",The 12-pack of sparkling water at $1.04 per bottle is a great everyday purchase. Refreshing and crisp.,positive,0.8,low,bulk_buyer,low,5
8,2.51,Australia,"Fresh Fuji Apples, 8 lbs for baking","Bought 8 lbs of fresh apples at $2.51 per pound. They were crisp and sweet, perfect for snacking.",positive,0.85,low,premium,low,5
7,2.75,EIRE,"Canned Diced Tomato Sauce, 7 cans","These 7 cans of tomato sauce, costing $2.75 each, are excellent for cooking. Rich and flavorful base.",positive,0.8,low,bulk_buyer,low,5
4,1.86,Denmark,"Healthy Snack Bars Variety Pack, 4 boxes",The 4 boxes of snack bars for $1.86 each were a hit. Good for on-the-go energy. Kids loved them.,positive,0.85,low,bulk_buyer,low,5
3,3.16,Austria,"Extra Virgin Olive Oil, 3 large bottles",Got 3 bottles of this premium olive oil at $3.16 each. It has a wonderful taste and quality.,positive,0.85,low,premium,low,5
-1,10.22,Unspecified,Returned: High-Performance Deluxe Blender,I returned one deluxe blender for $10.22. It didn't meet my expectations for power. The return was smooth.,negative,-0.4,high,return_prone,medium,1
4,4.75,Austria,"Concentrated Laundry Detergent Pods, 4 packs",These 4 packs of laundry pods for $4.75 each are very effective. Clothes come out clean and fresh.,positive,0.8,low,bulk_buyer,low,5
2,5.91,Germany,"Italian Specialty Pasta Shapes, 2 boxes",Two boxes of specialty pasta at $5.91 each were a nice treat. Great texture and held sauce well.,positive,0.75,low,premium,low,4
9,6.15,Lithuania,"Frozen Organic Mixed Berries, 9 bags","Stocked up on 9 bags of organic berries at $6.15 each. Perfect for smoothies and desserts, always fresh.",positive,0.9,low,bulk_buyer,low,5
21,2.35,Austria,"Premium Bottled Spring Water, 21-pack",The 21-pack of spring water for $2.35 per bottle is a great value. Always good to have on hand.,positive,0.8,low,bulk_buyer,low,5
12,2.34,Cyprus,"Hearty Canned Soup Variety Pack, 12 cans",Bought 12 cans of soup for $2.34 each. Convenient for quick meals and has a decent flavor selection.,positive,0.6,low,bulk_buyer,low,4
18,2.24,Spain,"Dairy Fresh Whole Milk, 18 half-gallons",The 18 half-gallons of milk at $2.24 each are a staple. Always fresh and lasts well. Good for a large family.,positive,0.8,low,bulk_buyer,low,5
12,7.87,Greece,"Gourmet Frozen Pizza, 12 individual pizzas","These 12 premium frozen pizzas, each for $7.87, are surprisingly good. Quick dinner solution and tasty.",positive,0.8,low,premium,low,5
4,6.62,Iceland,"Dry Dog Food Kibble, 4 large bags for pets",My dog loves this kibble! Got 4 large bags for $6.62 each. Great ingredients and keeps him healthy.,positive,0.9,low,bulk_buyer,low,5
2,0.28,France,"Classic Milk Chocolate Candy Bar, 2 pieces","Just two small candy bars for $0.28 each. A tiny treat, but it hit the spot. Great low price.",positive,0.7,low,impulse_buyer,low,4
2,5.67,RSA,Organic Whole Wheat Bread Loaf (2 units) for $5.67,"Bought 2 loaves of this bread. Excellent quality for $5.67! Fresh, delicious, and great value. Will definitely repurchase.",positive,0.9,low,premium,low,5
7,3.06,Austria,Premium Dark Chocolate Bar (7 bars) at $3.06 each,"Ordered 7 bars of dark chocolate. Each was $3.06, a good deal. Rich flavor, perfect for my evening snack. Very satisfied.",positive,0.8,low,premium,low,5
10,12.56,Germany,Stainless Steel Water Bottle (10 units) at $12.56 each,"Received 10 water bottles, each costing $12.56. They are sturdy and well-made. Great for team gifts. Highly recommend for durability.",positive,0.85,low,bulk_buyer,low,5
34,1.93,Austria,Bulk Pack Microfiber Cleaning Cloths (34 units) for $1.93 each,Got 34 microfiber cloths at $1.93 each. They work wonders! Super absorbent and lint-free. An absolute steal for this quantity.,positive,0.9,low,bulk_buyer,low,5
9,2.56,Cyprus,Assorted Gourmet Coffee Pods (9 boxes) at $2.56 per box,"Purchased 9 boxes of coffee pods, each $2.56. The variety is great, and the taste is fantastic. A morning essential, very pleased.",positive,0.8,low,premium,low,5
19,0.42,France,Colorful Ballpoint Pen Set (19 pens) at an amazing $0.42 each,"Received 19 pens, only $0.42 each. They write smoothly and are comfortable to hold. Excellent bulk purchase for the office.",positive,0.85,low,bulk_buyer,low,5
5,3.66,Denmark,Handmade Scented Soap Bar (5 units) priced at $3.66 each,"Bought 5 bars of soap, $3.66 each. They smell wonderful and lather well. My skin feels soft and refreshed. Great value.",positive,0.8,low,premium,low,5
91,1.76,RSA,Disposable Face Masks (91 count box) priced at $1.76 per mask,"Ordered 91 face masks, each for $1.76. They are comfortable and breathable. Essential for daily use. Very happy with this bulk order.",positive,0.8,low,bulk_buyer,low,5
12,1.29,United Kingdom,AA Alkaline Batteries (12-pack) for just $1.29 per pack,"Got 12 packs of AA batteries, $1.29 each. They last a long time in my devices. Always good to have spares. Fantastic price!",positive,0.85,low,bulk_buyer,low,5
-2,6.46,Australia,Return: Premium Dog Food (2 bags) originally $6.46 each,"Returned 2 bags of dog food, each was $6.46. My dog didn't like the new flavor. Return process was smooth and hassle-free.",negative,-0.4,medium,return_prone,medium,2
54,1.71,EIRE,Heavy Duty Kitchen Sponges (54-count) at $1.71 per sponge,"Purchased 54 kitchen sponges, each for $1.71. They are very durable and clean effectively. Stocked up for months! Great bulk deal.",positive,0.85,low,bulk_buyer,low,5
2,14.93,United Kingdom,Adjustable LED Desk Lamp (2 units) priced at $14.93 each,"Got 2 LED desk lamps, $14.93 each. They provide good light and are very flexible. Perfect for reading or working. Excellent value.",positive,0.8,low,budget_conscious,low,5
9,2.67,United Arab Emirates,Organic Green Tea Bags (9 boxes) at $2.67 per box,"Ordered 9 boxes of green tea, $2.67 each. The tea is fresh and has a mild, pleasant taste. A relaxing drink after a long day.",positive,0.75,low,premium,low,4
40,4.99,Lithuania,Premium Glossy Photo Paper (40 packs) for $4.99 each,"Ordered 40 packs of photo paper, $4.99 each. The prints are vibrant and professional. Fantastic quality for bulk printing.",positive,0.9,low,bulk_buyer,low,5
14,1.26,Switzerland,Colorful Craft Yarn Skeins (14 units) at $1.26 each,"Bought 14 skeins of yarn, $1.26 each. The colors are beautiful and the yarn is soft. Perfect for my knitting projects. Very happy.",positive,0.8,low,bulk_buyer,low,5
39,6.86,Poland,Large Reusable Shopping Bags (39 units) for $6.86 each,"Purchased 39 reusable bags, $6.86 apiece. They are very sturdy and hold a lot. Environmentally friendly and a great investment.",positive,0.85,low,bulk_buyer,low,5
15,7.07,Cyprus,Artisan Ceramic Coffee Mugs (15 units) priced at $7.07 each,"Got 15 ceramic mugs, $7.07 each. Beautiful design and good quality. Perfect for my cafe. Customers love them. Quick delivery too.",positive,0.9,low,bulk_buyer,low,5
6,1.77,RSA,Fruit-Flavored Lip Balm Set (6 balms) for just $1.77 each,"Ordered 6 lip balms, $1.77 each. They smell great and keep my lips moisturized. A small treat that makes a big difference.",positive,0.75,low,budget_conscious,low,4
8,10.04,United Kingdom,Bluetooth Wireless Earbuds (8 pairs) at $10.04 per pair,"Bought 8 pairs of earbuds, $10.04 each. Sound quality is surprisingly good for the price. Great for gifts or personal use.",positive,0.7,low,budget_conscious,low,4
57,6.11,Channel Islands,Premium Quality Bath Towels (57 units) at $6.11 each,"Purchased 57 bath towels, each for $6.11. They are soft, absorbent, and well-made. Excellent value for such a large quantity.",positive,0.85,low,bulk_buyer,low,5
17,5.15,USA,"Premium Coffee Blend - 17 bags, priced at $5.15 each.","Absolutely love this coffee! The 17 bags arrived quickly, and the $5.15 price per bag was a great deal. Will buy again!",positive,0.9,low,bulk_buyer,low,5
4,9.04,Germany,"Organic Green Tea - 4 boxes, each for $9.04.","Good quality green tea. I bought 4 boxes for $9.04 each. It's a bit pricey, but worth it for the organic certification.",positive,0.6,low,premium,low,4
8,3.93,Italy,"Artisan Bread Loaf - 8 units, at $3.93/loaf.",Fresh and delicious bread. Picked up 8 loaves for family dinner. The $3.93 price is reasonable. Very satisfied.,positive,0.8,low,bulk_buyer,low,5
8,0.53,Malta,"Small Paper Clips - 8 packs, only $0.53 each.","These paper clips are super affordable! Got 8 packs for just $0.53 each. Perfect for office use, great value.",positive,0.8,low,budget_conscious,low,5
1,5.57,Poland,"Premium Chocolate Bar - 1 unit, costs $5.57.","Indulgent and rich chocolate. Only bought one for $5.57, but it was a delightful treat. High quality, worth the splurge.",positive,0.9,low,impulse_buyer,low,5
9,9.36,France,"Stainless Steel Water Bottle - 9 units, $9.36/item.",These water bottles are fantastic! Ordered 9 for the team at $9.36 each. They keep drinks cold all day. Highly recommend them.,positive,0.9,low,bulk_buyer,low,5
1,6.57,Channel Islands,"Handmade Ceramic Mug - 1 piece, priced at $6.57.","Beautiful craftsmanship on this mug! I only got one for $6.57, but it feels sturdy and looks great. A lovely addition to my kitchen.",positive,0.8,low,premium,low,5
7,2.62,Germany,"Organic Apple Snacks - 7 bags, each for $2.62.",My kids love these apple snacks! Bought 7 bags at $2.62 each. A healthy and convenient option for school lunches. Excellent.,positive,0.9,low,bulk_buyer,low,5
45,11.81,Italy,"Bulk Laundry Detergent - 45 units, $11.81 per box.",Fantastic deal on laundry detergent! Purchased 45 boxes for $11.81 each. It cleans well and the bulk price is unbeatable.,positive,0.9,low,bulk_buyer,low,5
15,1.54,France,"Colorful Ballpoint Pens - 15 packs, only $1.54 each.",Great pens for everyday use. Got 15 packs for $1.54 each. They write smoothly and the colors are vibrant. Very happy.,positive,0.8,low,bulk_buyer,low,5
3,7.64,United Kingdom,"Premium Olive Oil - 3 bottles, priced at $7.64 each.",This olive oil is excellent for cooking. Bought 3 bottles at $7.64 each. It has a rich flavor and is very versatile. Will repurchase.,positive,0.9,low,premium,low,5
14,4.33,Cyprus,"Soft Cotton Hand Towels - 14 towels, $4.33/piece.",These hand towels are incredibly soft! Ordered 14 of them for $4.33 each. They absorb well and look great in the bathroom. Good value.,positive,0.8,low,bulk_buyer,low,5
12,10.08,Bahrain,"Gourmet Pasta Sauce - 12 jars, at $10.08 per jar.",Delicious pasta sauce! Stocked up with 12 jars for $10.08 each. It tastes homemade and makes dinner so easy. A real time-saver.,positive,0.9,low,bulk_buyer,low,5
11,2.21,France,"Eco-Friendly Dish Soap - 11 bottles, $2.21 per unit.","Love this dish soap! Purchased 11 bottles for $2.21 each. It cleans effectively without harsh chemicals, and smells great too.",positive,0.9,low,bulk_buyer,low,5
60,5.54,Belgium,"Bulk AA Batteries - 60-pack, at $5.54 per unit.",Excellent value for batteries! Got a 60-pack for $5.54. They last a long time and are essential for all my devices. Very pleased.,positive,0.9,low,bulk_buyer,low,5
11,4.39,Australia,"Natural Lip Balm - 11 sticks, priced at $4.39 each.",This lip balm is very moisturizing. I bought 11 sticks for $4.39 each. It keeps my lips soft without feeling greasy. Highly recommend.,positive,0.9,low,bulk_buyer,low,5
11,4.62,France,"Herbal Tea Assortment - 11 boxes, each $4.62.",A lovely selection of herbal teas. Purchased 11 boxes for $4.62 each. Great variety and perfect for relaxing evenings. Good quality.,positive,0.8,low,bulk_buyer,low,5
12,3.59,EIRE,"Reusable Shopping Bags - 12 bags, at $3.59/bag.",These bags are sturdy and eco-friendly! Bought 12 for $3.59 each. They hold a lot and are easy to carry. A must-have for groceries.,positive,0.9,low,bulk_buyer,low,5
14,0.65,Iceland,"Sticky Note Pads - 14 units, only $0.65 per pad.",Great value for sticky notes! I got 14 pads for just $0.65 each. They stick well and are perfect for quick reminders. Very useful.,positive,0.8,low,bulk_buyer,low,5
8,7.0,France,"Premium Scented Candles - 8 candles, $7.00 each.",These candles smell amazing! Purchased 8 for $7.00 each. They burn evenly and fill the room with a wonderful aroma. Very pleased.,positive,0.9,low,bulk_buyer,low,5
11,12.42,Greece,"Premium Organic Coffee Beans, 1lb Bag","Bought 11 bags of these for $12.42 each. The aroma is incredible, and the taste is rich. Highly recommend!",positive,0.9,low,premium,low,5
13,2.85,Spain,"Durable Microfiber Cleaning Cloths, 5-pack","Got 13 packs of these cloths for $2.85 each. They work wonders on all surfaces, leaving no streaks. Excellent value.",positive,0.8,low,budget_conscious,low,5
-1,8.37,Spain,Ergonomic Gel Mouse Pad with Wrist Rest,"Had to return this mouse pad, it wasn't comfortable. The refund for $8.37 was smooth. Good customer service.",negative,-0.3,high,return_prone,medium,2
15,2.72,RSA,"Assorted Colorful Ballpoint Pen Set, 10-count","Purchased 15 sets of these pens for an art project. At $2.72 per set, they're a steal. Smooth writing and vibrant.",positive,0.85,low,budget_conscious,low,5
0,10.47,Austria,Bluetooth Wireless Earbuds with Charging Case,"I tried to order these earbuds for $10.47, but they were out of stock. Disappointed, will check again.",negative,-0.5,medium,impulse_buyer,medium,2
25,10.71,France,"High-Quality Stainless Steel Water Bottle, 20oz",Ordered 25 water bottles for an event at $10.71 each. Sturdy and arrived quickly. Great for giveaways.,positive,0.8,low,bulk_buyer,low,5
11,1.12,France,"Organic Whole Wheat Bread Loaf, Freshly Baked",Bought 11 loaves of this bread for only $1.12 each. Incredibly fresh and tastes amazing. Perfect for toast.,positive,0.9,low,budget_conscious,low,5
10,8.05,United Kingdom,"Premium Scented Candle, Lavender & Vanilla","Got 10 of these lovely candles, each costing $8.05. The scent fills the room beautifully and lasts. Very relaxing.",positive,0.9,low,premium,low,5
8,11.12,Poland,"Compact Portable Power Bank, 10000mAh Capacity",Purchased 8 power banks at $11.12 apiece. They charge my phone quickly and are very portable. Essential for trips.,positive,0.8,low,bulk_buyer,low,5
8,0.7,Belgium,"Reusable Canvas Shopping Bag, Eco-Friendly",Snagged 8 canvas bags for $0.70 each! Strong and perfect for groceries. Great eco-friendly choice.,positive,0.85,low,budget_conscious,low,5
15,6.25,EIRE,Assorted Gourmet Chocolate Bar Collection,"Ordered 15 chocolate bar collections for gifts, priced at $6.25 each. Excellent variety, everyone loved them.",positive,0.8,low,premium,low,5
2,5.95,Germany,"Soft Plush Throw Blanket, Cozy & Warm",Bought two blankets for $5.95 each. Incredibly soft and perfect for chilly evenings. Happy with purchase.,positive,0.9,low,impulse_buyer,low,5
9,1.27,Iceland,"Garden Hand Trowel Set, Durable Steel","Needed gardening tools, so I bought 9 trowels for $1.27 each. Sturdy and comfortable. Good value.",positive,0.75,low,budget_conscious,low,4
7,7.2,Portugal,Premium Stainless Steel Insulated Travel Mug,"Got 7 travel mugs at $7.20 apiece. Keeps drinks hot for hours, spill-proof. Excellent for daily commute.",positive,0.8,low,premium,low,5
4,10.01,Germany,"Smart LED Light Bulb, Dimmable & Color Changing",Bought 4 smart bulbs for $10.01 each. Easy to set up and control. Fun color options.,positive,0.7,low,impulse_buyer,low,4
11,10.84,Portugal,"Wireless Bluetooth Speaker, Portable & Loud Sound",Ordered 11 speakers at $10.84 each for a party. Good sound quality for the price. Paired easily.,positive,0.75,low,budget_conscious,low,4
4,5.68,Netherlands,"Natural Essential Oil Diffuser, Ultrasonic","Got 4 diffusers for $5.68 apiece. Work perfectly, quietly dispersing scents. Creates relaxing atmosphere.",positive,0.85,low,impulse_buyer,low,5
83,5.57,Germany,"Bulk Pack AAA Alkaline Batteries, Long Lasting","Purchased 83 batteries for $5.57 each. Great deal for bulk buying, and they last forever. Satisfied.",positive,0.9,low,budget_conscious,low,5
18,1.25,Greece,"Colorful Sticky Note Pads, 100 Sheets Each",Bought 18 packs of sticky notes for $1.25 each. Perfect for office use and reminders. Strong adhesive.,positive,0.8,low,budget_conscious,low,5
14,15.36,Greece,"Professional Art Drawing Pencils Set, 24-piece",Ordered 14 sets of drawing pencils for a class. Each set cost $15.36. Quality is excellent.,positive,0.8,low,premium,low,5
5,1.0,Switzerland,Pack of 5 Reusable Shopping Bags,Bought these 5 bags for only $1.00 each. They are surprisingly sturdy and great for groceries. Very happy with the purchase!,positive,0.9,low,budget_conscious,low,5
16,6.41,France,"Premium Organic Coffee Beans, 1lb","Ordered 16 bags. At $6.41 each, it's a steal! Aroma is fantastic, taste is rich. Highly recommend for coffee lovers.",positive,0.95,low,bulk_buyer,low,5
43,1.07,Netherlands,"Assorted Color Pen Set, 43 Count",Got 43 pens for $1.07 each. They write smoothly and have vibrant colors. Excellent value for money for everyday use.,positive,0.85,low,budget_conscious,low,5
-2,9.98,Malta,"Women's Casual Cotton T-Shirt, Blue","Returned 2 shirts. The $9.98 price was good, but sizing was inconsistent. Disappointed with the fit.",negative,-0.7,high,return_prone,high,1
34,1.54,Austria,"AA Alkaline Batteries, Bulk Pack","Bought 34 batteries at $1.54 each. They work perfectly in all my devices. Great bulk price, will buy again.",positive,0.9,low,bulk_buyer,low,5
15,4.93,Bahrain,"Stainless Steel Water Bottle, 15oz",Got 15 bottles for our team. The $4.93 price per bottle is excellent. Keeps water cold for hours. Durable and leak-proof.,positive,0.9,low,bulk_buyer,low,5
3,4.65,United Kingdom,"Gourmet Dark Chocolate Bar, 3-Pack","The 3-pack for $4.65 each was a treat. Rich flavor and smooth texture. A bit pricey, but worth it for the quality.",positive,0.7,low,premium,low,4
14,9.83,Portugal,"Wireless Bluetooth Earbuds, Black","Bought 14 pairs for staff. At $9.83 per pair, they are a great deal. Sound quality is decent and connect easily. Good value.",positive,0.75,low,bulk_buyer,low,4
5,3.41,Austria,Set of 5 Microfiber Cleaning Cloths,This 5-pack of cloths for $3.41 each is amazing. They clean everything streak-free. Super absorbent and washable. Recommend!,positive,0.9,low,budget_conscious,low,5
-1,10.78,Spain,"Men's Classic Fit Jeans, Size 32x32","Returned 1 pair of jeans. The $10.78 price was good, but the fabric felt cheap. Not the quality I expected.",negative,-0.8,high,return_prone,high,1
23,2.6,EIRE,"Colorful Kids' Building Blocks, 23pc","My kids love these 23 blocks! At $2.60 per pack, they're a steal. Bright colors and durable. Hours of creative play.",positive,0.95,low,budget_conscious,low,5
13,6.12,EIRE,"Artisan Scented Candles, Lavender","Bought 13 candles for gifts. At $6.12 each, they're a good value. Lavender scent is lovely, not overpowering. Burn evenly.",positive,0.8,low,bulk_buyer,low,4
90,2.37,France,"Bulk Pack Paper Towels, 90 Rolls","Ordered 90 rolls for the office. At $2.37 per roll, it's very economical. Absorbent and strong. Excellent bulk buy.",positive,0.9,low,bulk_buyer,low,5
6,1.22,Netherlands,Pack of 6 Colorful Gel Pens for Writing,These 6 gel pens for $1.22 each are fantastic! Smooth ink flow and bright colors. My daughter loves them for art.,positive,0.9,low,budget_conscious,low,5
6,14.31,Spain,Premium Stainless Steel Cookware Set,"Received 6 pieces. At $14.31 each, it's a bit pricey, but quality is superb. Heats evenly and easy to clean.",positive,0.7,low,premium,low,4
11,0.0,Portugal,"Promotional Keychains, Bulk Pack",Got 11 keychains as a free gift with my order. Can't beat the $0.00 price! They're simple but sturdy. A nice bonus.,positive,0.7,low,budget_conscious,low,4
3,1.65,France,"Eco-Friendly Dish Sponges, 3-Pack","This 3-pack of sponges for $1.65 each is decent. They work well, but wear out faster than expected. Good for light tasks.",neutral,-0.2,medium,budget_conscious,medium,3
11,2.34,Switzerland,"Soft Cotton Hand Towels, 11-Pack",Ordered 11 hand towels for $2.34 each. Incredibly soft and absorbent. Perfect for bathroom and kitchen. Good value.,positive,0.9,low,bulk_buyer,low,5
14,2.23,EIRE,"Garden Seeds Variety Pack, 14 Types",Bought 14 seed packets for $2.23 each. Most sprouted beautifully. Great way to start my garden. Happy with variety.,positive,0.7,low,bulk_buyer,low,4
5,7.49,Bahrain,"High-Performance USB Flash Drive, 5pk",Got a 5-pack of these USB drives for $7.49 each. Fast transfer speeds and reliable. Perfect for documents.,positive,0.9,low,premium,low,5
5,4.52,United Kingdom,"Premium Organic Coffee Beans, 500g","Bought 5 bags for $4.52 each. Great value and excellent taste, a daily essential for me. Highly recommend for coffee lovers.",positive,0.9,low,premium,low,5
2,7.34,USA,"Ergonomic Office Mouse, Wireless","Got 2 of these mice at $7.34. Very comfortable and responsive, perfect for my home and office setup. Good battery life too.",positive,0.85,low,premium,low,5
7,5.95,United Arab Emirates,"Stainless Steel Water Bottle, 750ml","Ordered 7 bottles for the team, each costing $5.95. They keep water cold for hours and are very durable. Fantastic product!",positive,0.9,low,bulk_buyer,low,5
14,20.31,Portugal,High-Performance Gaming Headset,"Purchased 14 headsets at $20.31 each for our club. Sound quality is superb, comfortable for long sessions. Great value.",positive,0.9,low,bulk_buyer,low,5
1,3.84,Sweden,"Compact USB-C Charging Cable, 1m",Just needed one cable for $3.84. It works perfectly with my phone and charges quickly. Solid build quality for the price.,positive,0.8,low,budget_conscious,low,5
9,1.56,Sweden,"Colorful Gel Pens, Assorted Pack","Bought 9 packs of pens at $1.56 each. Smooth writing, vibrant colors. Excellent for journaling or school. Kids love them.",positive,0.85,low,budget_conscious,low,5
11,1.54,Netherlands,"Organic Cotton Hand Towels, Set of 2","Got 11 sets of towels for $1.54 each. Soft, absorbent, and great for everyday use. A fantastic deal for the quality.",positive,0.9,low,bulk_buyer,low,5
4,6.17,Spain,Aromatherapy Essential Oil Diffuser,"Bought 4 diffusers at $6.17 each for gifts. They work well, quiet operation and nice mist. Everyone loved them!",positive,0.85,low,impulse_buyer,low,5
8,3.86,Germany,"Portable Bluetooth Speaker, Mini","Purchased 8 mini speakers for $3.86 each. Sound is surprisingly good for the size, and they connect easily. Great for travel.",positive,0.8,low,bulk_buyer,low,5
12,8.13,EIRE,"Gourmet Dark Chocolate Bar, 70% Cocoa","Ordered 12 chocolate bars, each $8.13. Rich, smooth, and not too sweet. A perfect treat. Will definitely buy again.",positive,0.95,low,premium,low,5
11,3.16,Iceland,Stainless Steel Mixing Bowl Set,Got 11 sets of mixing bowls for $3.16 per set. Sturdy and easy to clean. Perfect for baking. Very happy with this purchase.,positive,0.9,low,bulk_buyer,low,5
15,2.1,Channel Islands,"LED Smart Light Bulbs, Dimmable","Bought 15 bulbs at $2.10 each. Easy to set up with the app, great for mood lighting. Excellent value for smart home upgrade.",positive,0.85,low,bulk_buyer,low,5
47,10.76,Germany,"Bulk Pack AAA Batteries, Long Lasting",Purchased 47 packs of batteries for $10.76 each. They last a long time in my devices. Always good to have extras on hand.,positive,0.75,low,bulk_buyer,low,5
31,8.31,Germany,"Reusable Produce Bags, Mesh Set",Ordered 31 sets of these bags at $8.31 each. Great for shopping and very durable. Helping me reduce plastic use.,positive,0.85,low,bulk_buyer,low,5
10,0.03,Greece,"Microfiber Cleaning Cloths, 10-Pack",Got 10 packs of cloths for an incredible $0.03 each! They clean well and are super absorbent. Unbeatable price!,positive,0.95,low,budget_conscious,low,5
11,4.63,Switzerland,"Natural Scented Soy Candles, Large",Purchased 11 candles at $4.63 each. They smell amazing and burn evenly. Adds a lovely ambiance to any room. Very pleased.,positive,0.9,low,premium,low,5
12,2.32,RSA,"Premium Ballpoint Pens, Black Ink","Ordered 12 pens for $2.32 each. Smooth writing, no smudges. Excellent for daily office use. Highly recommend these.",positive,0.9,low,premium,low,5
7,6.29,Greece,"Insulated Lunch Bag, Large Capacity",Bought 7 lunch bags at $6.29 each for the family. They keep food fresh and are very spacious. Durable and easy to clean.,positive,0.85,low,bulk_buyer,low,5
5,22.38,Italy,"Electric Kettle, Fast Boil Feature",Purchased 5 kettles for $22.38 each. They boil water quickly and look sleek. A great addition to any kitchen. Very satisfied.,positive,0.9,low,premium,low,5
49,13.13,USA,"Reusable Grocery Totes, Heavy Duty",Got 49 totes at $13.13 each for our store promotion. Very sturdy and well-made. Customers love them. Great bulk purchase.,positive,0.95,low,bulk_buyer,low,5
53,5.38,Germany,"Bulk Organic Coffee Beans, 5lb Bag","I bought 53 units of this coffee at $5.38 each. Fantastic deal, great quality. Smooth, rich flavor, perfect for my morning brew. Highly recommend!",positive,0.9,low,bulk_buyer,low,5
3,10.99,Spain,"Premium Handcrafted Ceramic Mug, Blue","Purchased 3 beautiful mugs, each costing $10.99. Arrived quickly and are even better in person. Great for gifts!",positive,0.8,low,premium,low,5
26,6.84,Sweden,"Assorted Fruit Gummy Bears, 1kg pack","We ordered 26 packs of gummies at $6.84 per pack for a party. Kids loved them! Fresh, chewy, a real hit. Highly recommended.",positive,0.9,low,bulk_buyer,low,5
12,0.71,Portugal,"Everyday Basic Ballpoint Pen, Black Ink",Got 12 pens for just $0.71 each. They write smoothly and are great value for money. Perfect for office use.,positive,0.7,low,budget_conscious,low,4
18,1.76,United Kingdom,"Multi-purpose Cleaning Cloths, Pack of 5","I purchased 18 packs of these cloths, priced at $1.76 each. Super absorbent and very durable. Excellent for kitchen spills!",positive,0.8,low,bulk_buyer,low,5
8,10.28,Spain,"Luxury Scented Candle, Lavender & Vanilla","Bought 8 candles at $10.28 each. The scent is divine and fills the room beautifully. Long-lasting, very elegant.",positive,0.9,low,premium,low,5
11,2.29,EIRE,"Stainless Steel Bottle Opener, Ergonomic",I ordered 11 bottle openers for $2.29 a piece. They feel sturdy and work perfectly. Great addition to my barware collection.,positive,0.8,low,bulk_buyer,low,5
